no,"sex(male:1,female:0)",age,height,weight,bmi,preference, experimental environment,sensitivity,date,time,room((meeting:1 reception:2 drinks:3)),thermal sensation,thermal comfort(com:1 discom:0),thermal preference (C:1 U:2 W:3),seat number,temp,humid
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,9:00:00,1.0,1.0,1.0,1.0,10.0,22.8,16.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,9:30:00,1.0,2.0,0.0,1.0,10.0,23.2,18.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,10:00:00,1.0,1.8,0.0,1.0,10.0,23.5,19.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,10:30:00,1.0,1.5,1.0,1.0,10.0,23.8,19.7
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,11:00:00,1.0,1.0,1.0,1.0,10.0,24.0,19.8
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,11:30:00,1.0,1.2,1.0,1.0,10.0,24.1,20.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,12:00:00,1.0,1.0,1.0,1.0,10.0,24.2,20.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,14:30:00,1.0,2.0,0.0,1.0,10.0,23.9,18.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,15:00:00,1.0,0.7,1.0,1.0,10.0,24.5,18.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,15:30:00,1.0,0.0,1.0,2.0,10.0,25.1,18.7
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,16:00:00,1.0,0.0,1.0,2.0,10.0,25.0,19.9
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,16:30:00,1.0,0.1,1.0,2.0,10.0,24.9,20.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,17:00:00,1.0,0.0,1.0,2.0,10.0,24.9,20.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/16,17:30:00,1.0,-0.1,1.0,2.0,10.0,24.8,20.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,9:00:00,2.0,-0.5,1.0,3.0,15.0,20.9,15.7
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,9:30:00,2.0,0.0,1.0,2.0,15.0,21.4,17.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,10:00:00,2.0,-0.3,1.0,3.0,15.0,22.0,17.5
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,10:30:00,2.0,0.0,1.0,2.0,15.0,22.3,16.9
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,11:00:00,2.0,0.0,1.0,2.0,15.0,25.3,14.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,11:30:00,2.0,0.0,1.0,2.0,15.0,25.8,13.8
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,12:00:00,2.0,0.0,1.0,2.0,15.0,26.3,13.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,14:30:00,2.0,1.0,0.0,1.0,15.0,27.3,11.6
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,15:00:00,2.0,0.5,1.0,1.0,15.0,25.5,13.8
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,15:30:00,2.0,0.2,1.0,1.0,15.0,25.3,14.2
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,16:00:00,2.0,0.0,1.0,2.0,15.0,25.4,14.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,16:30:00,2.0,0.0,1.0,2.0,15.0,25.3,14.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,17:00:00,2.0,0.0,1.0,2.0,15.0,25.2,14.6
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/17,17:30:00,2.0,0.2,1.0,1.0,15.0,24.9,14.7
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,9:00:00,1.0,0.0,1.0,2.0,4.0,nan,nan
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,9:30:00,1.0,-0.2,1.0,3.0,4.0,22.9,16.7
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,10:00:00,1.0,0.0,1.0,2.0,4.0,23.1,17.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,10:30:00,1.0,0.8,0.0,1.0,4.0,23.3,17.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,11:00:00,1.0,0.0,1.0,2.0,4.0,24.4,16.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,11:30:00,1.0,0.0,1.0,2.0,4.0,24.8,16.8
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,12:00:00,1.0,nan,nan,nan,4.0,25.1,17.0
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,14:30:00,1.0,1.0,0.0,1.0,4.0,25.8,14.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,15:00:00,1.0,0.6,0.0,1.0,4.0,25.4,16.3
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,15:30:00,1.0,0.2,1.0,1.0,4.0,25.3,17.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,16:00:00,1.0,0.0,1.0,2.0,4.0,25.2,18.1
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,16:30:00,1.0,0.0,1.0,2.0,4.0,25.1,18.0
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,17:00:00,1.0,0.0,1.0,2.0,4.0,25.1,18.4
1,1,23,173.0,71.4,23.85646029,-1,1,0,2021/1/18,17:30:00,1.0,0.0,1.0,2.0,4.0,25.0,18.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,9:00:00,1.0,-1.0,1.0,3.0,6.0,21.5,13.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,9:30:00,1.0,-1.0,1.0,3.0,6.0,22.0,14.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,10:00:00,1.0,0.0,1.0,2.0,6.0,22.5,15.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,10:30:00,1.0,0.5,1.0,2.0,6.0,23.2,14.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,11:00:00,1.0,0.5,1.0,2.0,6.0,23.9,14.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,11:30:00,1.0,0.5,1.0,2.0,6.0,24.4,14.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,12:00:00,1.0,0.0,1.0,2.0,6.0,24.8,14.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,14:30:00,1.0,0.5,1.0,2.0,6.0,24.9,13.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,15:00:00,1.0,1.0,1.0,1.0,6.0,25.2,14.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,15:30:00,1.0,0.0,1.0,2.0,6.0,24.8,14.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,16:00:00,1.0,0.0,1.0,2.0,6.0,24.5,15.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,16:30:00,1.0,-0.5,1.0,2.0,6.0,24.3,15.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,17:00:00,1.0,0.0,1.0,2.0,6.0,24.4,16.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/9,17:30:00,1.0,-0.5,1.0,2.0,6.0,24.4,16.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,9:00:00,1.0,-0.5,1.0,2.0,4.0,22.2,15.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,9:30:00,1.0,-0.5,1.0,2.0,4.0,22.6,16.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,10:00:00,1.0,-0.5,1.0,2.0,4.0,22.9,16.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,10:30:00,1.0,0.5,1.0,2.0,4.0,24.0,16.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,11:00:00,1.0,0.8,1.0,2.0,4.0,24.6,16.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,11:30:00,1.0,0.9,1.0,2.0,4.0,24.9,16.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,12:00:00,1.0,1.2,1.0,1.0,4.0,25.0,16.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,14:30:00,1.0,1.0,1.0,2.0,4.0,25.3,13.6
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,15:00:00,1.0,1.2,1.0,1.0,4.0,25.4,14.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,15:30:00,1.0,0.5,1.0,2.0,4.0,25.7,15.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,16:00:00,1.0,0.0,1.0,2.0,4.0,25.3,15.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,16:30:00,1.0,0.0,1.0,2.0,4.0,25.0,16.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,17:00:00,1.0,0.0,1.0,2.0,4.0,24.9,16.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,17:30:00,1.0,-0.2,1.0,2.0,4.0,24.7,16.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,9:00:00,1.0,0.0,1.0,2.0,10.0,22.2,15.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,9:30:00,1.0,0.0,1.0,2.0,10.0,22.6,16.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,10:00:00,1.0,0.5,1.0,2.0,10.0,22.9,16.6
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,10:30:00,1.0,0.8,1.0,2.0,10.0,23.7,16.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,11:00:00,1.0,0.7,1.0,2.0,10.0,24.3,16.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,11:30:00,1.0,0.7,1.0,2.0,10.0,24.8,16.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,12:00:00,1.0,0.6,1.0,2.0,10.0,25.1,16.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,14:30:00,1.0,1.5,1.0,1.0,10.0,25.6,14.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,15:00:00,1.0,2.0,0.0,1.0,10.0,25.8,15.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,15:30:00,1.0,0.5,1.0,2.0,10.0,25.9,16.0
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,16:00:00,1.0,0.5,1.0,2.0,10.0,25.6,17.0
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,10.0,25.4,17.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,10.0,25.3,18.0
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,10.0,25.2,18.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,9:00:00,2.0,0.0,1.0,2.0,13.0,21.4,15.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,9:30:00,2.0,0.0,1.0,2.0,13.0,22.0,16.5
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,10:00:00,2.0,0.0,1.0,2.0,13.0,22.3,17.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,10:30:00,2.0,0.0,1.0,2.0,13.0,22.6,17.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,11:00:00,2.0,0.0,1.0,2.0,13.0,25.6,15.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,11:30:00,2.0,0.5,1.0,2.0,13.0,26.3,15.0
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,12:00:00,2.0,0.5,1.0,2.0,13.0,26.7,14.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,14:30:00,2.0,0.5,1.0,1.0,13.0,25.0,15.6
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,15:00:00,2.0,1.0,1.0,2.0,13.0,25.1,16.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,15:30:00,2.0,0.8,1.0,2.0,13.0,25.4,16.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,16:00:00,2.0,0.7,1.0,2.0,13.0,25.5,17.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,16:30:00,2.0,0.7,1.0,2.0,13.0,25.6,17.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,17:00:00,2.0,0.6,1.0,2.0,13.0,25.4,17.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/18,17:30:00,2.0,0.6,1.0,2.0,13.0,25.2,17.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,9:00:00,1.0,0.0,1.0,2.0,1.0,21.9,11.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,9:30:00,1.0,0.0,1.0,2.0,1.0,22.5,13.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,10:00:00,1.0,-0.2,1.0,2.0,1.0,22.8,14.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,10:30:00,1.0,-0.2,1.0,2.0,1.0,23.1,14.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,11:00:00,1.0,0.5,1.0,2.0,1.0,24.1,14.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,11:30:00,1.0,0.5,1.0,2.0,1.0,24.6,14.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,12:00:00,1.0,0.6,1.0,2.0,1.0,25.0,13.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,14:30:00,1.0,1.0,1.0,1.0,1.0,25.8,13.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,15:00:00,1.0,1.0,1.0,1.0,1.0,25.4,14.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,15:30:00,1.0,0.8,1.0,2.0,1.0,25.2,14.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,16:00:00,1.0,0.8,1.0,2.0,1.0,25.2,15.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,16:30:00,1.0,0.7,1.0,2.0,1.0,25.1,15.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,17:00:00,1.0,0.5,1.0,2.0,1.0,25.1,16.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/17,17:30:00,1.0,0.4,1.0,2.0,1.0,25.0,16.2
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,9:00:00,1.0,0.0,1.0,2.0,3.0,22.8,16.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,9:30:00,1.0,0.0,1.0,2.0,3.0,23.2,18.3
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,10:00:00,1.0,0.0,1.0,2.0,3.0,23.5,19.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,10:30:00,1.0,0.0,1.0,2.0,3.0,23.8,19.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,11:00:00,1.0,0.2,1.0,2.0,3.0,24.0,19.8
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,11:30:00,1.0,0.1,1.0,2.0,3.0,24.1,20.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,12:00:00,1.0,0.1,1.0,2.0,3.0,24.2,20.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,14:30:00,1.0,0.0,1.0,2.0,3.0,23.9,18.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,15:00:00,1.0,1.5,0.0,1.0,3.0,24.5,18.1
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,15:30:00,1.0,2.0,0.0,1.0,3.0,25.1,18.7
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,16:00:00,1.0,1.0,0.0,1.0,3.0,25.0,19.9
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,16:30:00,1.0,0.3,1.0,2.0,3.0,24.9,20.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,17:00:00,1.0,0.3,1.0,2.0,3.0,24.9,20.4
3,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/16,17:30:00,1.0,0.0,1.0,2.0,3.0,24.8,20.1
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,9:00:00,2.0,-1.0,1.0,3.0,15.0,24.5,12.5
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,9:30:00,2.0,0.0,1.0,2.0,15.0,26.1,12.5
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,10:00:00,2.0,1.0,1.0,1.0,15.0,26.5,13.1
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,10:30:00,2.0,0.0,1.0,2.0,15.0,24.7,14.5
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,11:00:00,2.0,0.0,1.0,2.0,15.0,24.3,15.2
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,11:30:00,2.0,0.0,1.0,2.0,15.0,24.1,15.6
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,12:00:00,2.0,0.0,1.0,2.0,15.0,24.1,15.9
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,14:30:00,2.0,0.0,1.0,2.0,15.0,24.5,14.9
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,15:00:00,2.0,0.0,1.0,2.0,15.0,24.9,15.0
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,15:30:00,2.0,1.0,1.0,1.0,15.0,25.2,15.5
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,16:00:00,2.0,1.0,1.0,1.0,15.0,25.4,15.5
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,16:30:00,2.0,1.0,1.0,1.0,15.0,25.5,15.7
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,17:00:00,2.0,0.0,1.0,2.0,15.0,25.3,16.0
6,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,17:30:00,2.0,1.0,1.0,2.0,15.0,25.1,16.0
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,9:00:00,2.0,-1.0,0.0,3.0,2.0,17.1,18.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,9:30:00,2.0,-1.0,0.0,3.0,2.0,18.4,19.8
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,10:00:00,2.0,-1.0,0.0,3.0,2.0,22.4,15.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,10:30:00,2.0,-1.0,0.0,3.0,2.0,23.9,14.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,11:00:00,2.0,0.0,1.0,2.0,2.0,27.1,12.2
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,11:30:00,2.0,0.0,1.0,2.0,2.0,25.3,14.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,12:00:00,2.0,0.0,1.0,2.0,2.0,26.0,14.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,14:30:00,2.0,0.0,1.0,2.0,2.0,26.3,13.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,15:00:00,2.0,0.0,1.0,2.0,2.0,26.9,13.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,15:30:00,2.0,0.0,1.0,2.0,2.0,27.5,13.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,16:00:00,2.0,0.0,1.0,2.0,2.0,24.0,16.5
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,16:30:00,2.0,0.0,1.0,2.0,2.0,23.1,17.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,17:00:00,2.0,0.0,1.0,2.0,2.0,22.7,18.5
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/9,17:30:00,2.0,-1.0,0.0,3.0,2.0,22.4,18.5
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,9:00:00,3.0,0.0,1.0,2.0,7.0,22.7,17.0
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,9:30:00,3.0,0.0,1.0,2.0,7.0,23.1,17.7
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,10:00:00,3.0,0.0,1.0,2.0,7.0,23.0,17.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,10:30:00,3.0,0.0,1.0,2.0,7.0,23.6,20.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,11:00:00,3.0,0.0,1.0,2.0,7.0,23.8,20.9
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,11:30:00,3.0,0.0,1.0,2.0,7.0,24.1,21.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,12:00:00,3.0,0.0,1.0,2.0,7.0,23.9,20.7
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,14:30:00,3.0,0.0,1.0,2.0,7.0,24.2,19.2
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,15:00:00,3.0,0.0,1.0,2.0,7.0,24.5,19.9
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,15:30:00,3.0,0.0,1.0,2.0,7.0,24.7,20.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,16:00:00,3.0,0.0,1.0,3.0,7.0,24.6,18.6
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,16:30:00,3.0,0.0,1.0,2.0,7.0,24.5,19.5
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,17:00:00,3.0,1.0,0.0,1.0,7.0,26.7,18.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,17:30:00,3.0,0.0,1.0,2.0,7.0,28.0,17.7
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,9:00:00,1.0,0.0,1.0,2.0,14.0,22.8,16.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,9:30:00,1.0,-0.5,1.0,3.0,14.0,23.2,18.3
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,10:00:00,1.0,0.0,1.0,2.0,14.0,23.5,19.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,10:30:00,1.0,0.0,1.0,2.0,14.0,23.8,19.7
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,11:00:00,1.0,0.0,1.0,2.0,14.0,24.0,19.8
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,11:30:00,1.0,0.0,1.0,2.0,14.0,24.1,20.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,12:00:00,1.0,0.0,1.0,2.0,14.0,24.2,20.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,14:30:00,1.0,0.0,1.0,2.0,14.0,23.9,18.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,15:00:00,1.0,1.0,0.0,1.0,14.0,24.5,18.1
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,15:30:00,1.0,1.0,0.0,1.0,14.0,25.1,18.7
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,16:00:00,1.0,1.0,0.0,1.0,14.0,25.0,19.9
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,16:30:00,1.0,1.0,0.0,1.0,14.0,24.9,20.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,17:00:00,1.0,0.5,1.0,1.0,14.0,24.9,20.4
7,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/16,17:30:00,1.0,0.0,1.0,2.0,14.0,24.8,20.1
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,9:00:00,2.0,-0.5,1.0,2.0,9.0,21.8,17.7
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,9:30:00,2.0,0.0,1.0,2.0,9.0,22.4,18.0
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,10:00:00,2.0,0.5,1.0,2.0,9.0,22.8,18.3
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,10:30:00,2.0,0.0,1.0,2.0,9.0,26.2,16.2
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,11:00:00,2.0,0.5,1.0,2.0,9.0,26.9,15.6
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,11:30:00,2.0,0.0,1.0,2.0,9.0,27.0,15.9
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,12:00:00,2.0,0.0,1.0,2.0,9.0,27.4,16.0
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,14:30:00,2.0,0.0,1.0,2.0,9.0,28.3,13.7
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,15:00:00,2.0,0.0,1.0,2.0,9.0,26.3,16.0
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,15:30:00,2.0,0.5,1.0,2.0,9.0,26.0,16.8
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,16:00:00,2.0,0.0,1.0,2.0,9.0,25.8,17.0
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,16:30:00,2.0,0.0,1.0,2.0,9.0,25.7,17.4
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,17:00:00,2.0,0.0,1.0,2.0,9.0,25.5,17.5
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,17:30:00,2.0,0.0,1.0,2.0,9.0,25.3,17.3
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,9:00:00,1.0,0.0,1.0,2.0,8.0,22.8,16.4
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,9:30:00,1.0,0.0,1.0,2.0,8.0,23.2,18.3
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,10:00:00,1.0,0.0,1.0,2.0,8.0,23.5,19.1
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,10:30:00,1.0,0.5,1.0,2.0,8.0,23.8,19.7
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,11:00:00,1.0,0.0,1.0,2.0,8.0,24.0,19.8
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,11:30:00,1.0,0.0,1.0,2.0,8.0,24.1,20.1
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,12:00:00,1.0,0.0,1.0,2.0,8.0,24.2,20.1
10,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/16,14:30:00,1.0,0.5,1.0,2.0,8.0,23.9,18.1
